label,text,clean_text,clean_text_tok
0.0,i feel pain even when i see an unfortunate person in street begging why does my mind race and think why is that person there,feel pain even see unfortunate person street beg mind race think person,"['feel', 'pain', 'even', 'see', 'unfortunate', 'person', 'street', 'beg', 'mind', 'race', 'think', 'person']"
0.0,i didn t see how my going in the army and maybe going to vietnam would achieve anything except a feeling that i had punished myself and gotten what i deserved,see go army maybe go vietnam would achieve anything except feel punish gotten deserve,"['see', 'go', 'army', 'maybe', 'go', 'vietnam', 'would', 'achieve', 'anything', 'except', 'feel', 'punish', 'gotten', 'deserve']"
0.0,im feeling pretty discouraged this morning,im feel pretty discourage morning,"['im', 'feel', 'pretty', 'discourage', 'morning']"
0.0,i wasnt going to make this about what i cant eat and feel like i was suffering or giving anything up i was going to make this about what i was going to gain and what i could eat,wasnt go make cant eat feel like suffer give anything go make go gain could eat,"['wasnt', 'go', 'make', 'cant', 'eat', 'feel', 'like', 'suffer', 'give', 'anything', 'go', 'make', 'go', 'gain', 'could', 'eat']"
0.0,i mean change is great though unless i feel like i am not alone in what i experience with having high functioning autism it s scary to make decisions and to want to work on myself in order to be the person i want to be,mean change great though unless feel like alone experience high functioning autism scary make decision want work order person want,"['mean', 'change', 'great', 'though', 'unless', 'feel', 'like', 'alone', 'experience', 'high', 'functioning', 'autism', 'scary', 'make', 'decision', 'want', 'work', 'order', 'person', 'want']"
0.0,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",yeah gon na stay read book wan na alone right,"['yeah', 'gon', 'na', 'stay', 'read', 'book', 'wan', 'na', 'alone', 'right']"
0.0,i didnt know anyone but why did i feel helpless confused angry tired,didnt know anyone feel helpless confuse angry tired,"['didnt', 'know', 'anyone', 'feel', 'helpless', 'confuse', 'angry', 'tired']"
0.0,My favorite football team lost tonight.  It makes me feel so unhappy.,favorite football team lose tonight make feel unhappy,"['favorite', 'football', 'team', 'lose', 'tonight', 'make', 'feel', 'unhappy']"
0.0,i can usually do a month without feeling homesick,usually month without feel homesick,"['usually', 'month', 'without', 'feel', 'homesick']"
0.0,"I mean, I realize that his feelings may never completely go away, but",mean realize feeling may never completely go away,"['mean', 'realize', 'feeling', 'may', 'never', 'completely', 'go', 'away']"
0.0,i just had a baby i feel crappy about myself and my husband doesn t seem to want to have sex with me as often,baby feel crappy husband seem want sex often,"['baby', 'feel', 'crappy', 'husband', 'seem', 'want', 'sex', 'often']"
0.0,i feel like i am being punished for the choices i made in the past,feel like punish choice make past,"['feel', 'like', 'punish', 'choice', 'make', 'past']"
0.0,i feel like starting with my name is susanna but i dont want to be that boring,feel like start name susanna dont want boring,"['feel', 'like', 'start', 'name', 'susanna', 'dont', 'want', 'boring']"
0.0,i don t feel rejected or abandoned which speaks volumes to the expansion of my self worth,feel reject abandon speaks volume expansion self worth,"['feel', 'reject', 'abandon', 'speaks', 'volume', 'expansion', 'self', 'worth']"
0.0,i feel really devastated and i feel like i can t breathe,feel really devastate feel like breathe,"['feel', 'really', 'devastate', 'feel', 'like', 'breathe']"
0.0,i feel disheartened or defeated,feel dishearten defeat,"['feel', 'dishearten', 'defeat']"
0.0,i am right after my make up done i usually don t wear foundation so i feel like i look fake in the pictures,right make do usually wear foundation feel like look fake picture,"['right', 'make', 'do', 'usually', 'wear', 'foundation', 'feel', 'like', 'look', 'fake', 'picture']"
0.0,i feel so discouraged and lose my sense of inspiration to keep going especially when i see people who do not give their best for the good of pb,feel discourage lose sense inspiration keep go especially see people give best good pb,"['feel', 'discourage', 'lose', 'sense', 'inspiration', 'keep', 'go', 'especially', 'see', 'people', 'give', 'best', 'good', 'pb']"
0.0,No.,,[]
0.0,I am upset I didn't get my scholarship.,upset get scholarship,"['upset', 'get', 'scholarship']"
0.0,i remember feeling awkward and strange during my first few weeks,remember feel awkward strange first week,"['remember', 'feel', 'awkward', 'strange', 'first', 'week']"
0.0,i must have been unable to contain my expression as she immediately offered a string of reasons why she only had words ranging from inadequate computer to no computer to difficulty in using said computer s to feeling inhibited in writing too much on a computer for fear of losing it and so on,must unable contain expression immediately offer string reason word range inadequate computer computer difficulty use say computer feeling inhibit write much computer fear lose,"['must', 'unable', 'contain', 'expression', 'immediately', 'offer', 'string', 'reason', 'word', 'range', 'inadequate', 'computer', 'computer', 'difficulty', 'use', 'say', 'computer', 'feeling', 'inhibit', 'write', 'much', 'computer', 'fear', 'lose']"
0.0,i feel like i am being one person whom his life will be very miserable and not doing the best,feel like one person life miserable best,"['feel', 'like', 'one', 'person', 'life', 'miserable', 'best']"
0.0,i was feeling so jaded i still am from all the sep preparation which for the most part progress has been moribund that i didn t feel like going on sep anymore,feeling jade still sep preparation part progress moribund feel like go sep anymore,"['feeling', 'jade', 'still', 'sep', 'preparation', 'part', 'progress', 'moribund', 'feel', 'like', 'go', 'sep', 'anymore']"
0.0,i dont know why i feel disheartened,dont know feel dishearten,"['dont', 'know', 'feel', 'dishearten']"
0.0,i continue to define and discover what home can mean here in amsterdam whenever i feel a pang of blank sickness it is more in line with missing the cultural mindset of american city life which is much different from the cultural mindset of amsterdam,continue define discover home mean amsterdam whenever feel pang blank sickness line miss cultural mindset american city life much different cultural mindset amsterdam,"['continue', 'define', 'discover', 'home', 'mean', 'amsterdam', 'whenever', 'feel', 'pang', 'blank', 'sickness', 'line', 'miss', 'cultural', 'mindset', 'american', 'city', 'life', 'much', 'different', 'cultural', 'mindset', 'amsterdam']"
0.0,i also tended to either attract drama or not know how to handle it before people got their feelings hurt or not really know how to prevent or deal with conflict in the groups,also tend either attract drama know handle people get feeling hurt really know prevent deal conflict group,"['also', 'tend', 'either', 'attract', 'drama', 'know', 'handle', 'people', 'get', 'feeling', 'hurt', 'really', 'know', 'prevent', 'deal', 'conflict', 'group']"
0.0,id put most things in boxes yet having among other things one hundred and twenty of them books i wasnt reading made me feel guilty like i should know everything in them,id put thing box yet among thing one hundred twenty book wasnt read make feel guilty like know everything,"['id', 'put', 'thing', 'box', 'yet', 'among', 'thing', 'one', 'hundred', 'twenty', 'book', 'wasnt', 'read', 'make', 'feel', 'guilty', 'like', 'know', 'everything']"
0.0,i can eat but allow myself one naughty item of my choice to avoid feeling deprived,eat allow one naughty item choice avoid feeling deprive,"['eat', 'allow', 'one', 'naughty', 'item', 'choice', 'avoid', 'feeling', 'deprive']"
0.0,"Yeah, but I didnt get to see it.",yeah didnt get see,"['yeah', 'didnt', 'get', 'see']"
0.0,i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,enjoy hear faith story believer sometimes story leave feel inadequate guilty,"['enjoy', 'hear', 'faith', 'story', 'believer', 'sometimes', 'story', 'leave', 'feel', 'inadequate', 'guilty']"
0.0,i was trying to catch the bus i explained feeling more than a bit dumb,try catch bus explain feeling bit dumb,"['try', 'catch', 'bus', 'explain', 'feeling', 'bit', 'dumb']"
0.0,My laptop is very old and is making occasional problems with running. I do not have enough money to buy a new one,laptop old make occasional problem run enough money buy new one,"['laptop', 'old', 'make', 'occasional', 'problem', 'run', 'enough', 'money', 'buy', 'new', 'one']"
0.0,im feeling particularly sentimental or what have you i go into a bookstore where my books are sold and i pace out the distance between where my books are displayed and where his are on the shelf,im feel particularly sentimental go bookstore book sell pace distance book display shelf,"['im', 'feel', 'particularly', 'sentimental', 'go', 'bookstore', 'book', 'sell', 'pace', 'distance', 'book', 'display', 'shelf']"
0.0,i feel dumb putting so much thought to such a stupid little thing but its getting to me,feel dumb put much think stupid little thing get,"['feel', 'dumb', 'put', 'much', 'think', 'stupid', 'little', 'thing', 'get']"
0.0,i did not feel inhibited by the fact that the woman s clodia s husband sorry i mean brother i always make that slip is my personal enemy everitt,feel inhibit fact woman clodia husband sorry mean brother always make slip personal enemy everitt,"['feel', 'inhibit', 'fact', 'woman', 'clodia', 'husband', 'sorry', 'mean', 'brother', 'always', 'make', 'slip', 'personal', 'enemy', 'everitt']"
0.0,i have never really had luck with them so im feeling a bit jaded,never really luck im feel bit jade,"['never', 'really', 'luck', 'im', 'feel', 'bit', 'jade']"
0.0,i just sort of feel lame in comparison to other bloggers,sort feel lame comparison blogger,"['sort', 'feel', 'lame', 'comparison', 'blogger']"
0.0,i have just been wandering around santa cruz and thinking about this being the last time in a while that i m seeing all those meaningful streets squares shops caf s where i have spent so much time with my friends makes me feel almost heartbroken,wander around santa cruz think last time see meaningful street square shop caf spend much time friend make feel almost heartbroken,"['wander', 'around', 'santa', 'cruz', 'think', 'last', 'time', 'see', 'meaningful', 'street', 'square', 'shop', 'caf', 'spend', 'much', 'time', 'friend', 'make', 'feel', 'almost', 'heartbroken']"
0.0,i just feel like an awful mommy,feel like awful mommy,"['feel', 'like', 'awful', 'mommy']"
0.0,i probably feel the need to move on every years and the fact that ive been here over years now makes me feel totally worthless somewhere,probably feel need move every year fact ive year make feel totally worthless somewhere,"['probably', 'feel', 'need', 'move', 'every', 'year', 'fact', 'ive', 'year', 'make', 'feel', 'totally', 'worthless', 'somewhere']"
0.0,i hate feeling empty and numb,hate feeling empty numb,"['hate', 'feeling', 'empty', 'numb']"
0.0,i feel like a perverse pokemon master collecting card keys from girls i almost managed to score on ha,feel like perverse pokemon master collect card key girl almost manage score ha,"['feel', 'like', 'perverse', 'pokemon', 'master', 'collect', 'card', 'key', 'girl', 'almost', 'manage', 'score', 'ha']"
0.0,i am feeling terrible,feel terrible,"['feel', 'terrible']"
0.0,i feel less shitty,feel le shitty,"['feel', 'le', 'shitty']"
0.0,i dont want her to beg at my feet but a how are you courtney or a hows your new project coming courtney would give me some affirmation that i dont feel like a submissive slug,dont want beg foot courtney hows new project come courtney would give affirmation dont feel like submissive slug,"['dont', 'want', 'beg', 'foot', 'courtney', 'hows', 'new', 'project', 'come', 'courtney', 'would', 'give', 'affirmation', 'dont', 'feel', 'like', 'submissive', 'slug']"
